subject,z_re_T2W40,z_pe_T2W40,z_l2_T2W40,z_density_T2W40,y_true,y_pred
CSO-15-8A-VBMABR,-0.10843939148986231,-0.345966843408244,-0.2672701155625994,0.03944900567891492,31,13.75921409665965
CSO-15-8B-KEPOGO,-0.19753953251639836,-0.37298254367358796,-0.5263425455074375,-0.009771787274129435,7,13.334805032469882
CSO-15-9B-ALRIHE,-0.18638785777273276,-0.3455767803703412,-0.375946931239204,-0.012154135971866209,8,13.52137573608729
CSO-15-9B-AMSAGO,1.1640692795997096,-0.35762424637585316,-0.38337842950338596,0.27460773060349525,32,15.139115775765408
CSO-15-9B-JCAPA,-0.06916782870697698,-0.4501273868141536,-0.48625196006956345,0.17914013797650374,14,13.615034403827249
CSO-15-9B-KSBEJA,-0.11198869398466413,-0.18330380294695,-0.08007751397290856,0.013094313446960548,28,14.079165743983875
CSO-15-9B-RMCHLU,-0.2035024648126151,-0.4513788733023422,-0.43148670607865497,-0.25545824665724615,9,13.09961515059058
CSO-16-10A-MSACO,1.1262632863768314,-0.20521078554962063,-0.19870918324802708,0.21980120488556826,15,15.383585963906198
CSO-16-10A-YKMUJO,0.04401417153882399,0.34461083990187646,2.3198516569893255,-0.08408867294993799,15,17.06582943692153
CSO-16-10B-JESUGU,-0.13125012101583897,-0.236714296660145,-0.1791526314264798,-0.2898761798760745,10,13.604448212462902
CSO-16-10B-LTVIFA,-0.1191972439360137,-0.5124707834014952,-0.5544612607797427,-0.4216272473550064,20,12.833684905969182
CSO-16-10B-VVILI,-0.10882498450314942,-0.4028438311243773,-0.46584247431250925,-0.012830629599621848,30,13.45109952190178
CSO-16-10C-ACALGU,-0.19725015150803069,-0.42393872010451955,-0.37731954777901255,-0.0878452743994448,19,13.355087747650428
CSO-16-10C-MAVAVE,-0.184127797094599,-0.4774764555862808,-0.5200824588109675,-0.2113069199481354,11,13.048447810001452
CSO-16-11A-JAVABO,-0.07820668362529175,-0.3039227270704496,-0.3394050122726556,-0.20613937232441132,16,13.51376764614863
CSO-16-11A-JDMUVA,-0.04031762829522876,-0.03937588766477743,-0.3762329413233889,-0.06939530242032917,23,13.916119681737714
CSO-16-11A-VZAOR,0.9995247350891863,-0.4556512256291915,-0.4617880592134156,0.045937335022151436,4,14.56946422671017
CSO-16-11B-KRORE,-0.17538285944941082,-0.2877824803430343,-0.23706631388850738,-0.25951574107031394,8,13.481694046690167
CSO-16-11B-LLOZA,-0.0401290505646406,0.4497192644245383,0.02813636819850259,-0.3716974226294412,9,14.507470600870404
